flag,code,category,description_da,description_en,detail
F10_diverge_official,HEA_speciale_060107,HEA_speciale,"Reumatologi, (procedure not documented)","Rheumatology, (procedure not documented)",official='Rheumatology'  r=0.47
F10_diverge_official,HEA_speciale_804293,HEA_speciale,"Almen Lægehjælp 80, Tværsektoriel lægelig kommunikation (regional §2-aftale, Region Hovedstaden)","General practitioner, Tværsektoriel lægelig kommunikation (regional §2 agreement, Region Hovedstaden)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_804484,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_804483,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_804564,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_808914,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_217111,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear medical assistance, (procedure not documented)",official='ENT service'  r=0.13
F10_diverge_official,HEA_speciale_804469,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_630242,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological assistance, (procedure not documented)",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_630219,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological assistance, (procedure not documented)",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_062637,HEA_speciale,"Reumatologi, (procedure not documented)","Rheumatology, (procedure not documented)",official='Rheumatology'  r=0.47
F10_diverge_official,HEA_speciale_212030,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear medical assistance, (procedure not documented)",official='ENT service'  r=0.13
F10_diverge_official,HEA_speciale_062634,HEA_speciale,"Reumatologi, (procedure not documented)","Rheumatology, (procedure not documented)",official='Rheumatology'  r=0.47
F10_diverge_official,HEA_speciale_804583,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_060121,HEA_speciale,"Reumatologi, (procedure not documented)","Rheumatology, (procedure not documented)",official='Rheumatology'  r=0.47
F10_diverge_official,HEA_speciale_804292,HEA_speciale,"Almen Lægehjælp 80, Sygebesøg/Konsultation forebyggelse (regional §2-aftale, Region Hovedstaden)","General practitioner, Sygebesøg/Konsultation forebyggelse (regional §2 agreement, Region Hovedstaden)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_624531,HEA_speciale,"Vederlagsfri fysioterapi, (procedure not documented)","Fee-exempt physical therapy, (procedure not documented)",official='Free-of-charge physiotherapy'  r=0.44
F10_diverge_official,HEA_speciale_210144,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear medical assistance, (procedure not documented)",official='ENT service'  r=0.13
F10_diverge_official,HEA_speciale_650115,HEA_speciale,"Vederlagsfri ridefysioterapi, (procedure not documented)","Vederlagsfri ridefysioterapi, (procedure not documented)",official='Free-of-charge horseback-riding physiotherapy'  r=0.30
F10_diverge_official,HEA_speciale_594200,HEA_speciale,"Fodbehandling arvævspat., (procedure not documented)","Foot treatment hereditary flatfoot, (procedure not documented)","official='Foot treatment, scar-tissue patients'  r=0.48"
F10_diverge_official,HEA_speciale_620125,HEA_speciale,"Vederlagsfri fysioterapi, (procedure not documented)","Fee-exempt physical therapy, (procedure not documented)",official='Free-of-charge physiotherapy'  r=0.44
F10_diverge_official,HEA_speciale_215236,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear medical assistance, (procedure not documented)",official='ENT service'  r=0.13
F10_diverge_official,HEA_speciale_630119,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological assistance, (procedure not documented)",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_603173,HEA_speciale,"Fodbehandling, leddegigt, (procedure not documented)","Foot treatment, leddegigt, (procedure not documented)",official='Foot treatment'  r=0.43
F10_diverge_official,HEA_speciale_804576,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_804460,HEA_speciale,"Almen Lægehjælp 80, Socialmedicinsk hjemmebesøg op til 4 km (regional §2-aftale, Region Syddanmark)","General practitioner, Socialmedicinsk hjemmebesøg op til 4 km (regional §2 agreement, Region Syddanmark)",official='General practitioner'  r=0.33
F10_diverge_official,HEA_speciale_215237,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear medical assistance, (procedure not documented)",official='ENT service'  r=0.13
F10_diverge_official,HEA_speciale_808945,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_804690,HEA_speciale,"Almen Lægehjælp 80, Opfølgning efter indlæggelse — besøg 9-12 km (regional §2-aftale, Region Syddanmark)","General practitioner, Opfølgning efter indlæggelse — besøg 9-12 km (regional §2 agreement, Region Syddanmark)",official='General practitioner'  r=0.31
F10_diverge_official,HEA_speciale_594202,HEA_speciale,"Fodbehandling arvævspat., (procedure not documented)","Foot treatment hereditary spastic paraplegia, (procedure not documented)","official='Foot treatment, scar-tissue patients'  r=0.49"
F10_diverge_official,HEA_speciale_624532,HEA_speciale,"Vederlagsfri fysioterapi, (procedure not documented)","Fee-exempt physical therapy, (procedure not documented)",official='Free-of-charge physiotherapy'  r=0.44
F10_diverge_official,HEA_speciale_804446,HEA_speciale,"Almen Lægehjælp 80, Forebyggelse af indlæggelse — hjemmebesøg 17-20 km (regional §2-aftale, Region Syddanmark)","General practitioner, Forebyggelse af indlæggelse — hjemmebesøg 17-20 km (regional §2 agreement, Region Syddanmark)",official='General practitioner'  r=0.30
F10_diverge_official,HEA_speciale_090150,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_804581,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_092119,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_093806,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_603144,HEA_speciale,"Fodbehandling, leddegigt, (procedure not documented)","Foot treatment, leddegigt, (procedure not documented)",official='Foot treatment'  r=0.43
F10_diverge_official,HEA_speciale_245203,HEA_speciale,"Psykiatri, (procedure not documented)","Psychiatry, (procedure not documented)",official='Psychiatry'  r=0.43
F10_diverge_official,HEA_speciale_095242,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_802100,HEA_speciale,"Almen lægehjælp 80, Tillægsydelser","General medical assistance 80, Additional services",official='General practitioner'  r=0.49
F10_diverge_official,HEA_speciale_491181,HEA_speciale,"Tandplejere, us af henvist patient","Dentist, examination of referred patient",official='Dental hygienist service'  r=0.35
F10_diverge_official,HEA_speciale_217118,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear, Nose and Throat (ENT) Care",official='ENT service'  r=0.29
F10_diverge_official,HEA_speciale_804335,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)",General Medical Help 80,official='General practitioner'  r=0.42
F10_diverge_official,HEA_speciale_245205,HEA_speciale,"Psykiatri, (procedure not documented)","Psychiatry, (procedure not documented)",official='Psychiatry'  r=0.43
F10_diverge_official,HEA_speciale_804565,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)",General Medical Help 80,official='General practitioner'  r=0.42
F10_diverge_official,HEA_speciale_210141,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear, Nose and Throat (ENT) Care",official='ENT service'  r=0.29
F10_diverge_official,HEA_speciale_804443,HEA_speciale,"Almen Lægehjælp 80, Forebyggelse af indlæggelse — hjemmebesøg 5-8 km (regional §2-aftale, Region Syddanmark)","General practitioner, Forebyggelse af indlæggelse — hjemmebesøg 5-8 km (regional §2 agreement, Region Syddanmark)",official='General practitioner'  r=0.31
F10_diverge_official,HEA_speciale_808915,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)",General Medical Help 80,official='General practitioner'  r=0.42
F10_diverge_official,HEA_speciale_245206,HEA_speciale,"Psykiatri, (procedure not documented)","Psychiatry, (procedure not documented)",official='Psychiatry'  r=0.43
F10_diverge_official,HEA_speciale_630241,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological assistance, (procedure not documented)",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_630237,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological assistance, (procedure not documented)",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_804580,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_210143,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear medical assistance, (procedure not documented)",official='ENT service'  r=0.13
F10_diverge_official,HEA_speciale_630205,HEA_speciale,"Psykologhjælp, Gruppekons. 5 pers.","Psychological assistance, Group consultation 5 persons",official='Psychology service'  r=0.34
F10_diverge_official,HEA_speciale_212025,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear medical assistance, (procedure not documented)",official='ENT service'  r=0.13
F10_diverge_official,HEA_speciale_095202,HEA_speciale,"Kirurgi, Opr. lyskebrok amt35","Surgery, Operation of inguinal hernia 35",official='Surgery'  r=0.30
F10_diverge_official,HEA_speciale_093254,HEA_speciale,"Kirurgi, opr.kort forh.streng","Surgery, Repair short bowel",official='Surgery'  r=0.42
F10_diverge_official,HEA_speciale_804435,HEA_speciale,"Almen Lægehjælp 80, Video-/telekonference pr. påbegyndt 10 min. (regional §2-aftale, Region Syddanmark)","General practitioner, Video-/telekonference pr. påbegyndt 10 min. (regional §2 agreement, Region Syddanmark)",official='General practitioner'  r=0.32
F10_diverge_official,HEA_speciale_095237,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_542158,HEA_speciale,"Fodterapi, (procedure not documented)","Podiatry, (procedure not documented)",official='Podiatry'  r=0.37
F10_diverge_official,HEA_speciale_095211,HEA_speciale,"Kirurgi, ¤3 aftale Viborg Amt","Surgery, ¤3 appointment Viborg County",official='Surgery'  r=0.33
F10_diverge_official,HEA_speciale_095215,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_095239,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_630235,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological Help, (procedure not documented)",official='Psychology service'  r=0.38
F10_diverge_official,HEA_speciale_804687,HEA_speciale,"Almen Lægehjælp 80, Alvorligt syge og døende — via telefon pr. 10 min. (regional §2-aftale, Region Syddanmark)","General practitioner, Alvorligt syge og døende — via telefon pr. 10 min. (regional §2 agreement, Region Syddanmark)",official='General practitioner'  r=0.31
F10_diverge_official,HEA_speciale_092118,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_804579,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General Medical Help 80, (procedure not documented)",official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_630141,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological Help, (procedure not documented)",official='Psychology service'  r=0.38
F10_diverge_official,HEA_speciale_630139,HEA_speciale,"Psykologhjælp, Grp.kons 9prs.efter","Psychological Help, Group Counseling 9 Persons Post",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_062639,HEA_speciale,"Reumatologi, (procedure not documented)","Rheumatology, (procedure not documented)",official='Rheumatology'  r=0.47
