description_da,n_rows,sample_value,specialty_code,specialty_name_en,spec4_txt,spec3_txt,plo_fuller,current_bad_en
"Almen lægehjælp 80, Efterfølgende Sag",1,803501,80,General practitioner,Efterf. Sager,Soc.Med.Sam.,,"General Medical Help 80, Follow-Up Case"
"Almen lægehjælp 80, Elkard. exc. præc. 6",1,807155,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,,"General Practice Help 80, EKG with precordial leads 6"
"Almen lægehjælp 80, Elkard. inkl. præc.9",1,807156,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,"Elektrokardiografi, inkl","General medical assistance 80, EKG including prep.9"
"Almen lægehjælp 80, Erytrocytvolumen   1",1,807185,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,,"General Medical Help 80, Erythrocyte Volume 1"
"Almen lægehjælp 80, Eval. graviditet A42",1,804110,80,General practitioner,2 aftaler,Forebygg. / sundhed,,"General ambulatory care 80, Pregnancy evaluation A42"
"Almen lægehjælp 80, Fasekont.mikr.ex.uri",1,808168,80,General practitioner,Undersøg. Af Gravide,Profylakse,"Fasekontrastmikroskopi af biologisk materiale, eksklusiv urin","General medical help 80, Phase control microscopic examination urine"
"Almen lægehjælp 80, Fasekontr.mikroskopi",1,807116,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,"Fasekontrastmikroskopi af biologisk materiale, eksklusiv urin","General medical assistance 80, Phase contrast microscopy"
"Almen lægehjælp 80, Fj. af svulster",1,802117,80,General practitioner,Tillægsydelser,Tillægsyd & Afst.Til,Fjernelse af subkutane eller dybereliggende svulster inkl,"General medical help 80, Drainage of abscess"
"Almen lægehjælp 80, Fjern. af implanon",1,802145,80,General practitioner,Tillægsydelser,Tillægsyd & Afst.Til,Fjernelse af implanen,"General Medical Help 80, Removal of Implanon"
"Almen lægehjælp 80, Fjernelse Af Negl",1,802115,80,General practitioner,Tillægsydelser,Tillægsyd & Afst.Til,Fjernelse af negl,"General medical assistance 80, Nail Removal"
"Almen lægehjælp 80, Fl.Sikr.V.Inst.Besøg",1,801208,80,General practitioner,Institutionstillæg,Institutionstillæg,Tillæg til konsultationshonorar til 2,"General medical assistance 80, Short-term secure care visit"
"Almen lægehjælp 80, Folkeundersøg.   A60",1,804062,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General Medical Help 80, Public Health Examination   A60"
"Almen lægehjælp 80, Forb. helbredsssamt",1,804150,80,General practitioner,2 aftaler,Forebygg. / sundhed,,"General medical assistance 80, Routine health conversation"
"Almen lægehjælp 80, Forbe.opføl.bes¤2A80",1,804084,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General Medical Help 80, Follow-Up Visit 2A80"
"Almen lægehjælp 80, Foreb. hjemmebes.A65",2,804089,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General Medical Help 80, Preceding Home Visit A65"
"Almen lægehjælp 80, Forebyg.helbreds.A60",1,804088,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General Practice 80, Preventive Health A60"
"Almen lægehjælp 80, Forebyggende ydelser",1,804004,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General physician help 80, Preventive services"
"Almen lægehjælp 80, Forebygkons diabetes",1,804029,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General medical assistance 80, Diabetes prevention consultation"
"Almen lægehjælp 80, Forløbs.diabetes",1,800107,80,General practitioner,Konsultation,Almen Lægehjælp 80,,"General Practice 80, diabetes follow-up"
"Almen lægehjælp 80, Fortsat kontrol",1,808293,80,General practitioner,Børneund. og div,Profylakse,Fortsat kontrol af benyttelse af svangerskabsforebyggende metoder,"General Medical Care 80, Continued Monitoring"
"Almen lægehjælp 80, Fra 4 indtil 8 km.",1,808183,80,General practitioner,Undersøg. Af Gravide,Profylakse,,"General practitioner assistance 80, From 4 to 8 km"
"Almen lægehjælp 80, Fra 8 indtil 12 km.",1,808184,80,General practitioner,Undersøg. Af Gravide,Profylakse,,"General Medical Help 80, Within 8 to 12 km"
"Almen lægehjælp 80, Fredericia-forsøg",1,804510,80,General practitioner,2-aftaler,Forebygg. / sundhed,,"General Physician Help 80, Fredericia Test"
"Almen lægehjælp 80, Fremmedleg. Hud/negl",1,802107,80,General practitioner,Tillægsydelser,Tillægsyd & Afst.Til,Fjernelse af fremmedlegemer under hud eller negl,"General Medical Help 80, Foreign Body Removal from Skin/Nails"
"Almen lægehjælp 80, Fremmedlegeme ¯j. Mv",1,802105,80,General practitioner,Tillægsydelser,Tillægsyd & Afst.Til,"Fjernelse af fremmedlegemer fra øje, øregang, næse og svælg","General Practitioner Assistance 80, Foreign Body Eye Etc."
"Almen lægehjælp 80, Fremmødehonorar B080",1,804403,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General Medical Help 80, Advance Honorarium B080"
"Almen lægehjælp 80, Frems. digit billed",1,804503,80,General practitioner,2-aftaler,Forebygg. / sundhed,,"General Physician Assistance 80, Forwarding digital image"
"Almen lægehjælp 80, Frs.bio.matr.eks.bl.",1,802133,80,General practitioner,Tillægsydelser,Tillægsyd & Afst.Til,Forsendelse af biologisk materiale ekskl,"General medical assistance 80, Fresh biological material extraction blood."
"Almen lægehjælp 80, G-gluk. add. a65",1,804514,80,General practitioner,2-aftaler,Forebygg. / sundhed,,"General Medical Help 80, G-glucose additional a65"
"Almen lægehjælp 80, GGT (Gamma-Glut.)",2,807320,80,General practitioner,2-aftale Kbh. Ak.,Lab. Undersøgelser,,"General Medical Help 80, Gamma-Glutamyl Transferase (GGT)"
"Almen lægehjælp 80, Galdefarvest.I Urin1",1,807158,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,,"General Medical Help 80, Red Blood Cells In Urine 1."
"Almen lægehjælp 80, Gonococcer  Sekret.3",1,807161,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,,"General Medical Help 80, Gonococcus Secretion 3"
"Almen lægehjælp 80, HDL",2,807314,80,General practitioner,2-aftale Kbh. Ak.,Lab. Undersøgelser,,"General medical assistance 80, HDL"
"Almen lægehjælp 80, Hamiltons depr.",1,802148,80,General practitioner,Tillægsydelser,Tillægsyd & Afst.Til,,"General medical assistance 80, Hamilton depression"
"Almen lægehjælp 80, HebB stofmis mæn sex",1,804105,80,General practitioner,2 aftaler,Forebygg. / sundhed,,"General Physician Help 80, Substance Misuse Related to Male Sexual Activity"
"Almen lægehjælp 80, HepaB  vac barn 1mdr",1,808314,80,General practitioner,Børnevaccinationer,Profylakse,"Vaccination mod hepatitis B til børn under 2 år, som er født af en mor med kronisk hepatitis B","General doctor assistance 80, Hepatitis B vaccine child 1 dose"
"Almen lægehjælp 80, HepaB vac barn 2mdr",1,808315,80,General practitioner,Børnevaccinationer,Profylakse,,"General medical assistance 80, HepB vaccine second dose"
"Almen lægehjælp 80, HepaB vac bof og sek",1,808319,80,General practitioner,Børnevaccinationer,Profylakse,,"General practitioner help 80, Hepatitis B vaccine primary and secondary"
"Almen lægehjælp 80, HepaB vac ikke smit",1,808318,80,General practitioner,Børnevaccinationer,Profylakse,Hepatitis B-vaccination eller A-B-vaccination til særlige risikogrupper (vaccine gives 3 gange),"General physician assistance 80, Hepatitis B vaccine not transmitted"
"Almen lægehjælp 80, HepaB vac.  C infekt",1,808326,80,General practitioner,Børnevaccinationer,Profylakse,,"General medical help 80, Hepatitis B vaccine C infection"
"Almen lægehjælp 80, HepaB vac. u. 15år",1,808327,80,General practitioner,Børnevaccinationer,Profylakse,,"General Medical Help 80, Hepatitis B Vaccine and 15 years"
"Almen lægehjælp 80, HepaBvac barn 12 mdr",1,808316,80,General practitioner,Børnevaccinationer,Profylakse,,"General medical help 80, Hepatitis B vaccine child 12 months"
"Almen lægehjælp 80, Hepatet.B/Downs Syn.",1,804401,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General Doctor Help 80, Hepatitis B/Down Syndrome Examination"
"Almen lægehjælp 80, Hjem.blodtryk.målA35",1,804137,80,General practitioner,2 aftaler,Forebygg. / sundhed,,"General Medical Help 80, Home Blood Pressure Measurement A35"
"Almen lægehjælp 80, Hjemmebesøg",1,804656,80,General practitioner,Særlig kons. vagttid,Forebygg. / sundhed,,"General Medical Help 80, Home Visit"
"Almen lægehjælp 80, Hjemmebesøg i Odder",1,804570,80,General practitioner,2-aftaler,Forebygg. / sundhed,,"General practitioner assistance 80, Home visit in Odder"
"Almen lægehjælp 80, Hjemmeblodtrykmåling",1,804136,80,General practitioner,2 aftaler,Forebygg. / sundhed,,"General medical assistance 80, Home blood pressure measurement"
"Almen lægehjælp 80, Hon.v.vagtord.på øer",1,801001,80,General practitioner,Institutionstillæg,Institutionstillæg,Vagtberedskabshonorar pr,"General physician assistance 80, On-call shift"
"Almen lægehjælp 80, Hormonundersøgelser1",1,807165,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,,"General help 80, Hormone tests1"
"Almen lægehjælp 80, Hypp lægevagtsb. A80",1,804053,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General Medical Help 80, Frequent Emergency Room Visits B80"
"Almen lægehjælp 80, I. Bakterier",1,808159,80,General practitioner,Undersøg. Af Gravide,Profylakse,Bakterier,"General Medical Help 80, Bacteria I"
"Almen lægehjælp 80, I. Bakterier(dyrk.)3",1,807105,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,Bakterier,"General medical assistance 80, Bacteria culture 3"
"Almen lægehjælp 80, I. Mikro. af urin",1,807122,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,Fasekontrastmikroskopi af urin,"General Medical Help 80, Urine Microscopy"
"Almen lægehjælp 80, I. Mikrosk. af urin",2,808165,80,General practitioner,Undersøg. Af Gravide,Profylakse,Fasekontrastmikroskopi af urin,"General Medical Help 80, I. Microscopic Urinalysis"
"Almen lægehjælp 80, I. Mikroskopi urin 3",1,807102,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,,"General Medical Help 80, 1st Microscopic Urinalysis 3."
"Almen lægehjælp 80, ICD-10 kriterier",1,802147,80,General practitioner,Tillægsydelser,Tillægsyd & Afst.Til,,"General medical assistance 80, ICD-10 criteria"
"Almen lægehjælp 80, II. Mikr. bakt. o.l.",1,807123,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,,"General Medical Help 80, II. Microbiological Bacterial Culture etc."
"Almen lægehjælp 80, II. Mikros. bakt ol3",1,807103,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,,"General medical help 80, II. Microscopic bakteriorrhoea"
"Almen lægehjælp 80, II. Mirko. bakt. ol.",2,808166,80,General practitioner,Undersøg. Af Gravide,Profylakse,,"General medical assistance 80, II. Microbiological bacterial sputum culture"
"Almen lægehjælp 80, II. Svampe",1,808161,80,General practitioner,Undersøg. Af Gravide,Profylakse,,"General Medical Help 80, II. Fungi"
"Almen lægehjælp 80, II. Svampe (dyrk.) 3",1,807106,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,,"General medical help 80, II. Fungus (cultivation) 3"
"Almen lægehjælp 80, III. Andet",1,808162,80,General practitioner,Undersøg. Af Gravide,Profylakse,,"General practitioner assistance 80, Third other"
"Almen lægehjælp 80, III. Andet (dyrk.) 3",1,807107,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,,"General medical assistance 80, III. Other (animal) 3"
"Almen lægehjælp 80, III. Andet(mikros.)3",1,807104,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,,"General medical assistance 80, III. Other(micros.)3"
"Almen lægehjælp 80, III. Mikros. a.bio.",1,807124,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,,"General medical assistance 80, III Microscopy acid-fast"
"Almen lægehjælp 80, III. Mirkos. a. bio.",2,808167,80,General practitioner,Undersøg. Af Gravide,Profylakse,,"General medical assistance 80, III. Microscopy a. bio."
"Almen lægehjælp 80, IT-soc.TK A80",1,804152,80,General practitioner,2 aftaler,Forebygg. / sundhed,,"General medical help 80, IT social TK A80"
"Almen lægehjælp 80, IT-tlf.konsul. A80",1,804151,80,General practitioner,2 aftaler,Forebygg. / sundhed,,"General Medical Help 80, Telephone consultation IT A80"
"Almen lægehjælp 80, Inds. data Fyns Amt",2,804017,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General Medical Help 80, Inpatient Data Funen County"
"Almen lægehjælp 80, Indtil 4 km.",1,808182,80,General practitioner,Undersøg. Af Gravide,Profylakse,,"General medical assistance 80, Up to 4 km"
"Almen lægehjælp 80, Infl.vacc. 65år hjem",1,808921,80,General practitioner,Profylakse Kørsel,Profylakse,,"General medical assistance 80, Influenza vaccine 65yr home"
"Almen lægehjælp 80, Infl.vacc. over 65år",1,808920,80,General practitioner,Profylakse Kørsel,Profylakse,,"General medical assistance 80, Influenza vaccine for over 65 years old"
"Almen lægehjælp 80, Ins/udl væ/valadn sk",1,802138,80,General practitioner,Tillægsydelser,Tillægsyd & Afst.Til,,"General medical assistance 80, In/Outpatient varicella/shingles"
"Almen lægehjælp 80, Intervention Amt13",1,804191,80,General practitioner,2 aftaler,Forebygg. / sundhed,,"General Medical Help 80, Intervention County13"
"Almen lægehjælp 80, Jordemoderkonsultat.",1,804036,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General Medical Help 80, Midwife consultation"
"Almen lægehjælp 80, Kapillærresistenspr3",1,807167,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,,"General outpatient assistance 80, Capillary resistance pressure 3"
"Almen lægehjælp 80, Klamydiapartner opsp",1,804502,80,General practitioner,2-aftaler,Forebygg. / sundhed,,"General Medical Help 80, Chlamydia Partner Notification"
"Almen lægehjælp 80, Klamydiaprojekt a.70",1,804711,80,General practitioner,Særydelser,Forebygg. / sundhed,,"General practitioner help 80, Chlamydia project a.70"
"Almen lægehjælp 80, Kon.m.klinisk diæti.",1,804051,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General practitioner assistance 80, Female outpatient clinic diagnosis."
"Almen lægehjælp 80, Konference 4 moduler",1,804130,80,General practitioner,2 aftaler,Forebygg. / sundhed,,"General practitioner help 80, Conference 4 modules"
"Almen lægehjælp 80, Kons.addition a65",1,804511,80,General practitioner,2-aftaler,Forebygg. / sundhed,,"General Medical Help 80, Consultative Addition a65"
"Almen lægehjælp 80, Konsul V/hjælpeper",1,804810,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General Medical Help 80, Consultation With Assistant"
"Almen lægehjælp 80, Konsult. 0-15 min",1,803101,80,General practitioner,Møde Hos Lægen,Soc.Med.Sam.,,"General medical consultation 80, Consultation. 0-15 min"
"Almen lægehjælp 80, Konsultation",1,800101,80,General practitioner,Konsultation,Almen Lægehjælp 80,Konsultation,"General medical assistance 80, Consultation"
"Almen lægehjælp 80, Konsultation A50",1,804056,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General Medical Help 80, Consultation A50"
"Almen lægehjælp 80, Kostvejledning",1,804802,80,General practitioner,Forebygg. / sundhed,Forebygg. / sundhed,,"General medical assistance 80, Nutritional counseling"
"Almen lægehjælp 80, Kr/km. udover 21 km.",1,808188,80,General practitioner,Undersøg. Af Gravide,Profylakse,,"General Medical Help 80, Charge Per Kilometer Beyond 21 km"
"Almen lægehjælp 80, Kreatin-kinase",2,807319,80,General practitioner,2-aftale Kbh. Ak.,Lab. Undersøgelser,,"General physician assistance 80, Creatine kinase"
"Almen lægehjælp 80, Kørselsgodtgør.  I",1,809001,80,General practitioner,Kørsel,Kørsel,For de første 20,"General medical assistance 80, Cross-certification I"
"Almen lægehjælp 80, Kørselsgodtgør. I",1,808191,80,General practitioner,Undersøg. Af Gravide,Profylakse,4. Undersøgelse (ca. 8 uger efter fødslen),"General practitioner assistance 80, Cross guarantee fee I"
"Almen lægehjælp 80, Kørselsgodtgør. II",1,809002,80,General practitioner,Kørsel,Kørsel,For hver efterfølgende km,"General doctor assistance 80, Cross-reimbursement II"
"Almen lægehjælp 80, LDH",2,807304,80,General practitioner,2-aftale Kbh. Ak.,Lab. Undersøgelser,,"General Physician Help 80, LDH"
"Almen lægehjælp 80, LDL",2,807321,80,General practitioner,2-aftale Kbh. Ak.,Lab. Undersøgelser,,"General medical assistance 80, LDL"
"Almen lægehjælp 80, Lab.best.monukleose",1,804118,80,General practitioner,2 aftaler,Forebygg. / sundhed,,"General Medical Help 80, Lab Test Monosaccharide"
"Almen lægehjælp 80, Leucocytter        3",1,807186,80,General practitioner,Lab. Undersøgelser,Lab. Undersøgelser,,"General Medical Help 80, Leukocytes 3"
