# id	da_full	en	confidence	residual
3986	Kak vagtlægehjælp 84, Urin Blod Mv V.Stix1	KAK on-call GP 84, Urine blood etc. v.stix1	low	Y
3987	Præhospital, (procedure not documented)	Pre-hospital, (procedure not documented)	low	
3988	Præhospital, 1. behandling Knoglebrud	Pre-hospital, 1. treatment knoglebrud	high	
3989	Præhospital, 1. behandling Større Sår	Pre-hospital, 1. treatment larger wound	high	
3990	Præhospital, 1. behan. brud	Pre-hospital, 1. behan. brud	low	Y
3991	Præhospital, Afst.takst ov. 10 km	Pre-hospital, Afst.takst ov. 10 km	low	Y
3992	Præhospital, Afstandstakst 21 km	Pre-hospital, Afstandstakst 21 km	high	
3993	Præhospital, Anlæg. af im.bandage	Pre-hospital, Placement. of im.bandage	low	Y
3994	Præhospital, B-glukose(fotometer)	Pre-hospital, B-glukose(fotometer)	high	
3995	Præhospital, behandling 2 sikring i samme hjem	Pre-hospital, Treatment 2 assurance in same home	high	
3996	Præhospital, Besøg i	Pre-hospital, Visit in	high	
3997	Præhospital, Besøg II	Pre-hospital, Visit ii	high	
3998	Præhospital, Besøg III	Pre-hospital, Visit iii	high	
3999	Præhospital, Besøg IV	Pre-hospital, Visit iv	low	Y
4000	Præhospital, Besøg På Ruten	Pre-hospital, Visit on ruten	high	
4001	Præhospital, Besøg V	Pre-hospital, Visit v	high	
4002	Præhospital, Besøg VI	Pre-hospital, Visit vi	high	
4003	Præhospital, Besøg i vagttiden	Pre-hospital, Visit in vagttiden	high	
4004	Præhospital, Blodtagning fra åre	Pre-hospital, Blodtagning from vein	low	Y
4005	Præhospital, Breds hon per tim A42	Pre-hospital, Breds hon per tim a42	high	
4006	Præhospital, Kørselsgodtgør. i	Pre-hospital, Mileage allowance. in	low	Y
4007	Præhospital, Ligsyn og dødsat.A42	Pre-hospital, Death inspection and dødsat.a42	low	Y
4008	Præhospital, Lægehjælp      2502	Pre-hospital, Medical care 2502	high	
4009	Præhospital, Lægehjælp 2201	Pre-hospital, Medical care 2201	high	
4010	Præhospital, Oplivningsforsøg	Pre-hospital, Resuscitation attempt	high	
4011	Præhospital, Psykisk førstehjælp	Pre-hospital, Psykisk førstehjælp	low	Y
4012	Præhospital, Repos. store led	Pre-hospital, Repos. store joint	low	Y
4013	Præhospital, St. udbr. læsioner	Pre-hospital, St. udbr. lesions	low	Y
4014	Præhospital, Tilkald	Pre-hospital, Tilkald	high	
4015	Præhospital, Tilkald A42	Pre-hospital, Tilkald a42	high	
4016	Præhospital, el.kardiogr. inkl. præcordialafl.	Pre-hospital, El.kardiogr. incl.. præcordialafl.	low	Y
4017	KFA-vagtordning 89, (ingen tekst tilgængelig)	KFA on-call service 89, (no text available)	high	
4018	KFA-vagtordning 89, 1. behandling Knoglebrud	KFA on-call service 89, 1. treatment knoglebrud	high	
4019	KFA-vagtordning 89, 1. behandling Større Sår	KFA on-call service 89, 1. treatment larger wound	high	
4020	KFA-vagtordning 89, Akutte Tilfælde Ef	KFA on-call service 89, Akutte case ef	low	Y
4021	KFA-vagtordning 89, Anlæg. af Im.Bandage	KFA on-call service 89, Placement. of im.bandage	low	Y
4022	KFA-vagtordning 89, B-hæmoglob.(fotom.)4	KFA on-call service 89, B-haemoglobin (photometric)4	high	
4023	KFA-vagtordning 89, behandling 2 sikring i samme hjem	KFA on-call service 89, Treatment 2 assurance in same home	high	
4024	KFA-vagtordning 89, Besøg	KFA on-call service 89, Visit	high	
4025	KFA-vagtordning 89, Blærekaterisation	KFA on-call service 89, Bladder catheterisation	high	
4026	KFA-vagtordning 89, fjernelse af Svulster	KFA on-call service 89, Removal of svulster	high	
4027	KFA-vagtordning 89, Fjernelse af ørevoks	KFA on-call service 89, Removal of earwax	high	
4028	KFA-vagtordning 89, Fremmedlegeme Hud Mv	KFA on-call service 89, Fremmedlegeme hud etc.	low	Y
4029	KFA-vagtordning 89, Fremmedlegeme øj. Mv	KFA on-call service 89, Fremmedlegeme øj. etc.	low	Y
4030	KFA-vagtordning 89, Konsultation	KFA on-call service 89, Consultation	high	
4031	KFA-vagtordning 89, Ligsyn med Dødsattest	KFA on-call service 89, Death inspection with death certificate	high	
4032	KFA-vagtordning 89, Lægehjælp      2502	KFA on-call service 89, Medical care 2502	high	
4033	KFA-vagtordning 89, Operation/betændelse	KFA on-call service 89, Operation/inflammation	high	
4034	KFA-vagtordning 89, Oplivningsforsøg	KFA on-call service 89, Resuscitation attempt	high	
4035	KFA-vagtordning 89, sikring uden adgang til lægepraksis	KFA on-call service 89, Assurance without access to medical practice	high	
4036	KFA-vagtordning 89, Sindslid. 1. Indlæg	KFA on-call service 89, Sindslid. 1. orthotic insole	low	Y
4037	KFA-vagtordning 89, Sindslid. Genindlæg	KFA on-call service 89, Sindslid. readmission	low	Y
4038	KFA-vagtordning 89, svangre reak,urinc. 4	KFA on-call service 89, Pregnant women reak,urinc. 4	low	Y
4039	KFA-vagtordning 89, Svælg-strept.antig.4	KFA on-call service 89, Throat streptococcus antigen4	high	
4040	KFA-vagtordning 89, Telf konsultation med  besøg	KFA on-call service 89, Telf consultation with visit	high	
4041	KFA-vagtordning 89, Telf konsultation uden besøg	KFA on-call service 89, Telf consultation without visit	high	
4042	KFA-vagtordning 89, Urin Blod Mv V.stix1	KFA on-call service 89, Urine blood etc. v.stix1	low	Y
4043	Kirurgi, (procedure not documented)	Surgery, (procedure not documented)	low	
4044	Kirurgi, 1. konsultation	Surgery, 1. consultation	high	
4045	Kirurgi, 1. konsultation med/operation Mv	Surgery, 1. consultation with/operation etc.	low	Y
4046	Kirurgi, 1. konsultation	Surgery, 1. consultation	high	
4047	Kirurgi, 1.Brokop.netprotese	Surgery, 1.brokop.netprotese	high	
4048	Kirurgi, 2. konsultation	Surgery, 2. consultation	high	
4049	Kirurgi, Afstandstillæg	Surgery, Distance supplement	high	
4050	Kirurgi, Amputat. Finger   1.	Surgery, Amputat. finger 1.	low	Y
4051	Kirurgi, Amputat. Finger følgende	Surgery, Amputat. finger subsequent	low	Y
4052	Kirurgi, Analoperat. 1. anæstesi	Surgery, Analoperat. 1. anaesthesia	low	Y
4053	Kirurgi, Analoperation. Fg anæstesi	Surgery, Analoperation. fg anaesthesia	low	Y
4054	Kirurgi, Analoperationer   1.	Surgery, Analoperationer 1.	high	
4055	Kirurgi, Analoperationer følgende	Surgery, Analoperationer subsequent	high	
4056	Kirurgi, Ano-rektal ultralyd	Surgery, Ano-rektal ultralyd	high	
4057	Kirurgi, Anoscopi	Surgery, Anoscopi	high	
4058	Kirurgi, Atemporalis biopsi	Surgery, Atemporalis biopsy	high	
4059	Kirurgi, Behandl. Brud 1.	Surgery, Behandl. brud 1.	low	Y
4060	Kirurgi, Besøg	Surgery, Visit	high	
4061	Kirurgi, Biopsi	Surgery, Biopsy	high	
4062	Kirurgi, Blodpr. Exp        1	Surgery, Blodpr. exp 1	low	Y
4063	Kirurgi, Bougiebeh. Uret 1 anæstesi	Surgery, Bougiebeh. uret 1 anaesthesia	low	Y
4064	Kirurgi, Bougiebeh. Ureth. 1.	Surgery, Bougiebeh. ureth. 1.	low	Y
4065	Kirurgi, Bougiebeh. Ureth følgende	Surgery, Bougiebeh. ureth subsequent	low	Y
4066	Kirurgi, Brokoperaton protese	Surgery, Brokoperaton protese	high	
4067	Kirurgi, Bronchoscopi	Surgery, Bronchoscopi	high	
4068	Kirurgi, CLO-test kbh.kommune	Surgery, Clo-test kbh.kommune	high	
4069	Kirurgi, CW-dopler A15	Surgery, Cw-dopler a15	high	
4070	Kirurgi, Cystometri	Surgery, Cystometri	high	
4071	Kirurgi, Cystoscopi	Surgery, Cystoscopi	high	
4072	Kirurgi, Dopplerundersøgelse	Surgery, Dopplerundersøgelse	low	Y
4073	Kirurgi, Dopplerus. af vener	Surgery, Dopplerus. of vener	low	Y
4074	Kirurgi, Du-Sc af årekpat.A25	Surgery, Du-sc of årekpat.a25	low	Y
4075	Kirurgi, Duplex-Scanner A15	Surgery, Duplex-scanner a15	high	
4076	Kirurgi, Duplexscan. af vener	Surgery, Duplexscan. of vener	low	Y
4077	Kirurgi, Duplexscanning	Surgery, Duplexscanning	low	Y
4078	Kirurgi, E-mail konsultation	Surgery, E-mail consultation	high	
4079	Kirurgi, F-blod	Surgery, F-blood	high	
4080	Kirurgi, Fj. Svulst Bry. 1 anæstesi	Surgery, Removal. svulst bry. 1 anaesthesia	low	Y
4081	Kirurgi, Fj. Svulst Bryst  1.	Surgery, Removal. svulst bryst 1.	low	Y
4082	Kirurgi, Fj. Svulst Bryst følgende	Surgery, Removal. svulst bryst subsequent	low	Y
4083	Kirurgi, Fj. byld på haleben	Surgery, Removal. byld on haleben	low	Y
4084	Kirurgi, Fj. polyp, rectum	Surgery, Removal. polyp, rectum	low	Y
4085	Kirurgi, Fj.Svulst Bry. Fg anæstesi	Surgery, Removal.svulst bry. fg anaesthesia	low	Y
4086	Kirurgi, Fj.polyp, colon	Surgery, Removal.polyp, colon	high	
4087	Kirurgi, Fj.polyp, rectum	Surgery, Removal.polyp, rectum	high	
4088	Kirurgi, Fj.slimsæk på albue	Surgery, Removal.slimsæk on albue	low	Y
4089	Kirurgi, Fjer. Svulst H. 1 anæstesi	Surgery, Fjer. svulst h. 1 anaesthesia	low	Y
4090	Kirurgi, Fjer.Svulst H. Fg anæstesi	Surgery, Fjer.svulst h. fg anaesthesia	low	Y
4091	Kirurgi, fjernelse Negl       1.	Surgery, Removal negl 1.	high	
4092	Kirurgi, fjernelse Negl     følgende	Surgery, Removal negl subsequent	high	
4093	Kirurgi, fjernelse Negleleje  1.	Surgery, Removal negleleje 1.	high	
4094	Kirurgi, fjernelse Negleleje følgende	Surgery, Removal negleleje subsequent	high	
4095	Kirurgi, fjernelse Svulst H. følgende	Surgery, Removal svulst h. subsequent	high	
4096	Kirurgi, fjernelse Svulst Hud 1.	Surgery, Removal svulst hud 1.	high	
4097	Kirurgi, fleksibel cystoskopi til med	Surgery, Flexible cystoscopy to with	high	
4098	Kirurgi, Gastroscopi, amt 20	Surgery, Gastroscopi, amt 20	high	
4099	Kirurgi, Gipsbandager	Surgery, Gipsbandager	high	
4100	Kirurgi, Hæmor. Ligatur Fg anæstesi	Surgery, Hæmor. ligatur fg anaesthesia	low	Y
4101	Kirurgi, Hæmorr. Ligatur 1 anæstesi	Surgery, Haemorrhoids. ligatur 1 anaesthesia	low	Y
4102	Kirurgi, Hæmorr. Ligaturb. 1.	Surgery, Haemorrhoids. ligaturb. 1.	low	Y
4103	Kirurgi, Hæmorr. Ligaturb følgende	Surgery, Haemorrhoids. ligaturb subsequent	low	Y
4104	Kirurgi, Incis. Absces Fg. anæstesi	Surgery, Incis. absces fg. anaesthesia	low	Y
4105	Kirurgi, Incis. Cyste følgende anæstesi	Surgery, Incis. cyste subsequent anaesthesia	low	Y
4106	Kirurgi, Incision Absces   1.	Surgery, Incision absces 1.	high	
4107	Kirurgi, Incision Absces 1 anæstesi	Surgery, Incision absces 1 anaesthesia	high	
4108	Kirurgi, Incision Absces følgende	Surgery, Incision absces subsequent	high	
4109	Kirurgi, Incision Cyste    1.	Surgery, Incision cyste 1.	high	
4110	Kirurgi, Incision Cyste  følgende	Surgery, Incision cyste subsequent	high	
4111	Kirurgi, Incision Cyste 1. anæstesi	Surgery, Incision cyste 1. anaesthesia	high	
4112	Kirurgi, Indgreb Livmoder. 1.	Surgery, Indgreb livmoder. 1.	low	Y
4113	Kirurgi, Injekt. Hæmor. Fg anæstesi	Surgery, Injection. hæmor. fg anaesthesia	low	Y
4114	Kirurgi, Injekt. Hæmorr.   1.	Surgery, Injection. haemorrhoids. 1.	low	Y
4115	Kirurgi, Injekt. Hæmorr. 1 anæstesi	Surgery, Injection. haemorrhoids. 1 anaesthesia	low	Y
4116	Kirurgi, Injekt. Hæmorr. følgende	Surgery, Injection. haemorrhoids. subsequent	low	Y
4117	Kirurgi, Injekt. åre 1 konsultation	Surgery, Injection. vein 1 consultation	low	Y
4118	Kirurgi, Injekt. åre Sen konsultation	Surgery, Injection. vein sen consultation	low	Y
4119	Kirurgi, Kolposcopi	Surgery, Kolposcopi	high	
4120	Kirurgi, Komplicerede varicer	Surgery, Komplicerede varicer	high	
4121	Kirurgi, kontrol fleksibel cystoskopi til med	Surgery, Follow-up flexible cystoscopy to with	high	
4122	Kirurgi, Kontrol Anoscopi	Surgery, Follow-up anoscopi	high	
4123	Kirurgi, Kontrol Cystoscopi	Surgery, Follow-up cystoscopi	high	
4124	Kirurgi, Kontrol Oes Gas Duo	Surgery, Follow-up oes gas duo	high	
4125	Kirurgi, Kontrol Rectoscopi	Surgery, Follow-up rectoscopi	high	
4126	Kirurgi, Kontrol Sigmoi/ Col.	Surgery, Follow-up sigmoi/ col.	low	Y
4127	Kirurgi, Oeso. Gast.     Duo.	Surgery, Oeso. gast. duo.	low	Y
4128	Kirurgi, operation Bullen Fing. følgende	Surgery, Operation bullen fing. subsequent	low	Y
4129	Kirurgi, operation Bullen Fing 1 anæstesi	Surgery, Operation bullen fing 1 anaesthesia	high	
4130	Kirurgi, operation Kon. Håndf. 1 anæstesi	Surgery, Operation kon. håndf. 1 anaesthesia	low	Y
4131	Kirurgi, operation kontrol Håndfl. 1.	Surgery, Operation follow-up palm. 1.	low	Y
4132	Kirurgi, operation Lyskebrok 1. anæstesi	Surgery, Operation lyskebrok 1. anaesthesia	high	
4133	Kirurgi, operation Lyskebrok Fg. anæstesi	Surgery, Operation lyskebrok fg. anaesthesia	low	Y
4134	Kirurgi, operation Lyskebrok med V 1	Surgery, Operation lyskebrok with v 1	high	
4135	Kirurgi, operation Lyskebrok med V Fg	Surgery, Operation lyskebrok with v fg	low	Y
4136	Kirurgi, operation årekn ex lysk.ve	Surgery, Operation varicose veins ex lysk.ve	high	
4137	Kirurgi, operation årekn ex lysk hø	Surgery, Operation varicose veins ex lysk hø	low	Y
4138	Kirurgi, operation årekn ex lysk ve	Surgery, Operation varicose veins ex lysk ve	high	
4139	Kirurgi, operation årekn i lysk.hø.b	Surgery, Operation varicose veins in lysk.hø.b	low	Y
4140	Kirurgi, operation årekn i lysk.ve.b	Surgery, Operation varicose veins in lysk.ve.b	high	
4141	Kirurgi, operation Forhudsfor. følgende	Surgery, Operation forhudsfor. subsequent	low	Y
4142	Kirurgi, operation Knyst        1.	Surgery, Operation knyst 1.	high	
4143	Kirurgi, operation Knyst     følgende	Surgery, Operation knyst subsequent	high	
4144	Kirurgi, operation Knyst 1. anæstesi	Surgery, Operation knyst 1. anaesthesia	high	
4145	Kirurgi, operation Seneknude  følgende	Surgery, Operation seneknude subsequent	high	
4146	Kirurgi, operation Seneknude 1. anæstesi	Surgery, Operation seneknude 1. anaesthesia	high	
4147	Kirurgi, operation Seneknude Fg anæstesi	Surgery, Operation seneknude fg anaesthesia	low	Y
4148	Kirurgi, operation Springf. 1. anæstesi	Surgery, Operation springf. 1. anaesthesia	low	Y
4149	Kirurgi, operation Springfinger 1.	Surgery, Operation springfinger 1.	low	Y
4150	Kirurgi, operation åre. Lyske 1 anæstesi	Surgery, Operation vein. groin 1 anaesthesia	low	Y
4151	Kirurgi, operation årekn. Lyske 1.	Surgery, Operation varicose veins. groin 1.	low	Y
4152	Kirurgi, operation årekn. Lyske Fg	Surgery, Operation varicose veins. groin fg	low	Y
4153	Kirurgi, Oper. Bullen Fing.1.	Surgery, Operation. bullen fing.1.	low	Y
4154	Kirurgi, Oper. Forhudsf. 1 anæstesi	Surgery, Operation. forhudsf. 1 anaesthesia	low	Y
4155	Kirurgi, Oper. Forhudsfors.1.	Surgery, Operation. forhudsfors.1.	low	Y
4156	Kirurgi, Oper. Seneknude   1.	Surgery, Operation. seneknude 1.	low	Y
4157	Kirurgi, Oper. Springf. følgende	Surgery, Operation. springf. subsequent	low	Y
4158	Kirurgi, operation Hammertå  1.	Surgery, Operation hammer toe 1.	high	
4159	Kirurgi, operation Hammertå følgende	Surgery, Operation hammer toe subsequent	high	
4160	Kirurgi, operation åreknud. følgende	Surgery, Operation varicose veins. subsequent	low	Y
4161	Kirurgi, operation åreknuder 1.	Surgery, Operation varicose veins 1.	high	
4162	Kirurgi, Opr. brystudvikling	Surgery, Opr. brystudvikling	low	Y
4163	Kirurgi, Opr. lyskebrok amt35	Surgery, Opr. lyskebrok amt35	low	Y
4164	Kirurgi, Opr.vandbrok, testes	Surgery, Opr.vandbrok, testes	high	
4165	Kirurgi, Oscillometri *2 Ex*6	Surgery, Oscillometri *2 ex*6	low	Y
4166	Kirurgi, Plast. Oper. følgende anæstesi	Surgery, Plast. operation. subsequent anaesthesia	low	Y
4167	Kirurgi, Plast. operation    1.	Surgery, Plast. operation 1.	low	Y
4168	Kirurgi, Plast. operation  følgende	Surgery, Plast. operation subsequent	low	Y
4169	Kirurgi, Plast. operation 1. anæstesi	Surgery, Plast. operation 1. anaesthesia	low	Y
4170	Kirurgi, Pt-Ekg  3 Ext.Afl. 6	Surgery, Pt-ECG 3 ext.afl. 6	high	
4171	Kirurgi, Pulsoxymetri	Surgery, Pulsoxymetri	high	
4172	Kirurgi, Rectoscopi	Surgery, Rectoscopi	high	
4173	Kirurgi, Rens.småsår.2konsul.	Surgery, Rens.minor wounds.2konsul.	high	
4174	Kirurgi, Rensning Småsår   1.	Surgery, Rensning minor wounds 1.	low	Y
4175	Kirurgi, Rensning Småsår følgende	Surgery, Rensning minor wounds subsequent	low	Y
4176	Kirurgi, Residualurin,ultraly	Surgery, Residualurin,ultraly	high	
4177	Kirurgi, Revision Sår      1.	Surgery, Revision wound 1.	high	
4178	Kirurgi, Revision Sår   følgende	Surgery, Revision wound subsequent	high	
4179	Kirurgi, Revision Sår 1.  anæstesi	Surgery, Revision wound 1. anaesthesia	high	
4180	Kirurgi, Revision Sår Fg. anæstesi	Surgery, Revision wound fg. anaesthesia	low	Y
4181	Kirurgi, Ritu. omskær.  2 A13	Surgery, Ritu. omskær. 2 a13	low	Y
4182	Kirurgi, Sekret-Gonokok*exp*1	Surgery, Sekret-gonokok*exp*1	low	Y
4183	Kirurgi, Sekt-Trichomon.Vag.2	Surgery, Sekt-trichomon.vag.2	high	
4184	Kirurgi, Senere konsultation	Surgery, Later consultation	high	
4185	Kirurgi, Senere konsultation	Surgery, Later consultation	high	
4186	Kirurgi, Sigmoideo./ Colosco.	Surgery, Sigmoideo./ colosco.	low	Y
4187	Kirurgi, Sigmoscopi, amt 20	Surgery, Sigmoscopi, amt 20	high	
4188	Kirurgi, Sperma-Us         15	Surgery, Sperma-us 15	high	
4189	Kirurgi, Sterilisat. af mand	Surgery, Sterilisat. of mand	low	Y
4190	Kirurgi, Tapn. Vandbrok 1. anæstesi	Surgery, Tapn. vandbrok 1. anaesthesia	low	Y
4191	Kirurgi, Tapn. i led     følgende	Surgery, Tapn. in joint subsequent	low	Y
4192	Kirurgi, Tapn. i led 1. anæstesi	Surgery, Tapn. in joint 1. anaesthesia	low	Y
4193	Kirurgi, Tapning Vandbrok  1.	Surgery, Tapning vandbrok 1.	low	Y
4194	Kirurgi, Tapning Vandbrok følgende	Surgery, Tapning vandbrok subsequent	low	Y
4195	Kirurgi, Tapning i led     1.	Surgery, Tapning in joint 1.	low	Y
4196	Kirurgi, Tapning i led følgende anæstesi	Surgery, Tapning in joint subsequent anaesthesia	low	Y
4197	Kirurgi, telefon konsultation	Surgery, Telephone consultation	high	
4198	Kirurgi, telefon rådg prakt læge	Surgery, Telephone rådg prakt doctor	low	Y
4199	Kirurgi, Tolk ifm. konsultation  3	Surgery, Interpreter in connection with. consultation 3	low	Y
4200	Kirurgi, Total koloskopi	Surgery, Total koloskopi	high	
4201	Kirurgi, Trucut biopsi	Surgery, Trucut biopsy	high	
4202	Kirurgi, Tryk-flow undersøg.	Surgery, Tryk-flow examination.	low	Y
4203	Kirurgi, U-Bakt.*dyrk Rest*12	Surgery, U-bakt.*dyrk rest*12	low	Y
4204	Kirurgi, U-Hb-Glu-Me-Pr Stix1	Surgery, U-hb-glu-me-pr stix1	high	
4205	Kirurgi, U-Hemoglobin       1	Surgery, U-hemoglobin 1	high	
4206	Kirurgi, U-Mikroskopi       3	Surgery, U-microscopy 3	high	
4207	Kirurgi, Ultra.scan.galdeveje	Surgery, Ultra.scan.galdeveje	high	
4208	Kirurgi, Ultralyd.sc.øv.abdom	Surgery, Ultralyd.sc.øv.abdom	low	Y
4209	Kirurgi, Ultralydsscanning	Surgery, Ultralydsscanning	low	Y
4210	Kirurgi, Urinprøvetag Steril4	Surgery, Urine sampling steril4	high	
4211	Kirurgi, Uroflowmetri	Surgery, Uroflowmetri	high	
4212	Kirurgi, Zinklim- & Plastbind	Surgery, Zinklim- & plastbind	high	
4213	Kirurgi, Zinklim-og plas.bind	Surgery, Zinklim-and plas.bind	high	
4214	Kirurgi, a.temp.biopsi 1 anæstesi	Surgery, A.temp.biopsy 1 anaesthesia	high	
4215	Kirurgi, aspirationscytologi	Surgery, Aspirationscytologi	high	
